SubjectName,Average,StandardDeviation
subject4092,9.18181818181818,2.03685059112801
subject4094,6.94444444444444,5.30693699292856
subject4100,8.65151515151515,7.6524751872969
subject4116,1.1,0.3
subject4130,56.3157894736842,42.7416383100761
subject4181,19.7333333333333,10.0959837999518
subject4218,16.047619047619,12.1504178142657
subject4233,2.2,0.6
subject4241,1,0
subject4281,14.5625,8.61661730321128
subject4298,54.9411764705882,34.2902328543297
subject4305,5.61904761904762,4.15733649251755
subject4353,30.8787878787879,25.3469950113721
subject4364,1.58823529411765,0.844276476141607
subject4367,10.25,3.60843918243516
subject4395,33.25,26.5668705554702
subject4410,64.25,39.7515722959482
subject4435,40.7027027027027,34.0062513051723
subject4448,27.1071428571429,23.849736874431
subject4454,3.72727272727273,0.962091385841669
subject4458,2.66666666666667,2.15556596894288
subject4463,20.3469387755102,23.2945215775483
subject4471,3.4,2.57681974534503
subject4484,2.94871794871795,1.66331022976686
subject4487,71.4285714285714,58.5902408813158
subject4510,13.6086956521739,9.4396901682518
subject4514,1.6,1.8
subject4544,33.3529411764706,16.1970991464906
subject4550,30.3076923076923,14.2309771294585
subject4565,51.05,32.025731841755
subject4572,10.2926829268293,7.38239138477507
subject4643,57.3076923076923,44.5928324964805
subject4678,34.5263157894737,24.5214587465381
subject4743,7.38461538461539,6.43952293429426
subject475,6.47619047619048,4.47872268801047
subject4769,9.6875,5.73060587983505
subject4778,9.65,6.71025334842135
subject4803,6.82051282051282,7.60186142815775
subject4807,82.9583333333333,60.6969790342888
subject4831,5.43137254901961,6.17793322239913
subject4848,45.4166666666667,41.6502467646418
subject489,6.86666666666667,4.81479202273808
subject4903,1.2,0.6
subject4904,2.63157894736842,1.52903568908778
subject4918,47.1923076923077,40.3008104812271
subject4969,63.875,45.8078527656558
subject497,3.28571428571429,1.16057691494799
subject4988,6.54545454545455,1.55876619995293
subject4999,5.65714285714286,4.07741414654545
subject5008,47.3636363636364,32.7421683273552
subject5015,28.952380952381,27.1538407183889
subject5030,13.8275862068966,10.6676079648084
subject5063,45.4814814814815,45.0517154442745
subject5081,107.333333333333,55.9686420139786
subject5088,31.8974358974359,30.4603945222484
subject5096,16.0444444444444,14.81134033331
subject5126,28.75,10.917302780449
subject5136,66.5294117647059,39.3193825082547
subject5170,29.1276595744681,26.7355982478669
subject5173,15.6,1.8
subject517,2,1.5191090506255
subject522,1.53846153846154,0.498518515262143
subject5236,10.8666666666667,5.70224127475816
subject5276,13.5294117647059,8.28263702721346
subject5287,4.92105263157895,4.92780285697692
subject529,126.75,37.209149860395
subject5306,23.7391304347826,18.8926426703609
subject5349,6.17647058823529,3.41683193681355
subject535,31.6585365853659,42.0520059879968
subject5366,1.1,0.3
subject5405,85.2173913043478,64.1553525651596
subject541,19,0
subject5425,11.7222222222222,8.79270882009985
subject5439,4.5,1.5
subject5448,4.28571428571429,3.04166084241358
subject5449,18.6037735849057,21.1894772947378
subject5457,47.8888888888889,49.7213221520025
subject5465,2.72727272727273,0.616575453011388
subject5469,86.4347826086957,65.9959327382849
subject5510,9.84615384615385,9.22243213246212
subject5522,58,37.2625817677734
subject5569,46.4090909090909,29.7698124874375
subject5580,13.2432432432432,10.4839785242812
subject5653,92.7142857142857,49.0836437281571
subject5656,47.1304347826087,44.1394079547242
subject5671,5.24242424242424,4.07527878228615
subject5676,4.23076923076923,1.62451631399561
subject5680,2,0.960768922830523
subject5681,17.32,15.1386128822954
subject569,35.3888888888889,34.971637538136
subject5760,2.46666666666667,0.884433277428107
subject5763,4.07692307692308,1.77424039918012
subject5807,11.8333333333333,6.12599198316303
subject5879,4.2,0.6
subject5916,28.04,22.8866423924524
subject5937,48.9130434782609,44.9278775115603
subject5967,48.16,46.7492716520803
subject598,6.91304347826087,5.11530562203328
subject599,153.153846153846,63.5850080949737
subject6084,22.7941176470588,13.9342561627698
subject6114,2.8125,1.94353897568328
subject615,11.3571428571429,5.00866595950235
subject6163,2.30769230769231,0.910166120476864
subject6185,3.5,1.3228756555323
subject6188,105.090909090909,28.1051743713908
subject6216,6.625,3.63790805271381
subject6275,1.3,0.9
subject6287,85.7142857142857,46.4164819424993
subject6303,10.3870967741935,7.97850911513625
subject6309,2.4,1.45143607047182
subject634,9.8,2.4
subject6353,2.88888888888889,1.70692127730414
subject6359,62.5555555555556,44.1439843922668
subject6381,6.11538461538462,4.22744624745814
subject6418,17.4615384615385,7.89951687534784
subject6422,1.95,0.920597631976098
subject6486,82.3076923076923,38.6152313818596
subject64,38.3653846153846,39.7322910945405
subject6515,20.5333333333333,18.5503518984292
subject652,1.08333333333333,0.276385399196283
subject6546,25.15,25.2116540512518
subject6584,10.75,4.90110531751087
subject6670,8.02857142857143,6.37623137367303
subject6735,39.3703703703704,33.0534338980902
subject6783,4.5,1.5
subject6794,2.76190476190476,1.65916679906518
subject6796,4.6,1.8
subject679,3.85714285714286,2.16653584115759
subject6802,10.2,6.93253200497481
subject6818,81.7777777777778,56.7984306860239
subject6825,42.9756097560976,36.9478787832186
subject6828,33.0909090909091,25.978270216009
subject6847,4.91428571428571,3.78999757686638
subject6875,7.16666666666667,2.9953667926019
subject687,101.1875,55.4563102248067
subject6921,4.6875,2.63909904133968
subject6972,2.18181818181818,1.26621711610765
subject7011,8.7,2.1
subject7034,37.9,2.7
subject7036,13.0526315789474,9.41149176726615
subject7049,26.4102564102564,20.4396772877304
subject7067,7.36363636363636,2.05703790890632
subject7093,20.3035714285714,14.1886771290867
subject7123,5.63157894736842,4.28228328564379
subject7125,62.1153846153846,55.2639310129665
subject7140,1.27272727272727,0.862439361864104
subject71,51.4285714285714,35.0571933092352
subject7211,44.2307692307692,17.1021988966504
subject7221,38.1111111111111,28.268335031128
subject7239,2.6,1.8
subject7287,5.18181818181818,2.36713028478028
subject7294,4.8125,3.0458732327528
subject7311,2.33333333333333,2.35702260395516
subject7329,18.5869565217391,18.5830405231508
subject7356,1.8,2.4
subject7370,5.03703703703704,4.29884981586575
subject7371,1.47058823529412,0.775935644604289
subject7377,54.4210526315789,27.3771241222988
subject7402,6.33333333333333,3.33333333333333
subject7462,34.859649122807,27.1870961371036
subject7488,6.18181818181818,2.85460335783774
subject7502,2.5,1.68819430161341
subject750,10.2857142857143,4.26662414944802
subject7610,49.4814814814815,39.6665456304133
subject7619,42.8222222222222,51.9813166815791
subject7620,24.8863636363636,19.7383059845696
subject7654,7.875,3.72281815295886
subject765,13.551724137931,10.820116026201
subject7667,1.36363636363636,1.14991914915214
subject7670,3.9,2.7
subject7679,2.18181818181818,1.26621711610765
subject770,13.1428571428571,10.7866130183744
subject7720,2.88095238095238,2.50905390016295
subject7734,44.0666666666667,50.8039368553265
subject7762,41.6875,25.7699407013287
subject7767,42.4,41.4728827066554
subject7777,13.1333333333333,11.2597611973888
subject7806,9.31578947368421,5.57298589134697
subject780,59.5263157894737,43.3120481852976
subject7819,113.6875,72.8317571101371
subject7821,16.9230769230769,13.0882304055181
subject7838,19.32,17.6583577945402
subject7840,42,27.9503528103354
subject7851,43,10.8795053363485
subject7865,50.8518518518519,40.2360660985783
subject7938,23.2666666666667,12.0025923125891
subject7971,12.7222222222222,7.16709731694898
subject7994,3.76470588235294,2.15650620939098
subject8008,23.1428571428571,9.62776596885385
subject800,36.3684210526316,26.0004261631386
subject8022,37.9565217391304,18.13351032198
subject8169,1.2,0.6
subject8202,124.3125,65.6836345199472
subject8210,129.571428571429,61.8751211089312
subject8232,50.1724137931034,47.2075892244086
subject8245,48.1538461538462,19.6149321214777
subject8250,5.6,3.9293765408777
subject8267,3.4,1.2
subject8279,2.5,1.82781538753483
subject8318,15.1666666666667,8.61039423539299
subject8344,68.9615384615385,58.4521374020138
subject8395,3.18181818181818,2.76837711407424
subject8443,2,1.15470053837925
subject8455,3.7,2.1
subject8459,7.79166666666667,5.80214878778161
subject8471,5.11538461538462,4.03504128670381
subject8542,21.1346153846154,18.0714701268153
subject8559,29.5555555555556,21.2807221635561
subject8569,40.1842105263158,50.7604566687381
subject8579,2.72727272727273,0.616575453011388
subject8603,5.12,4.2172977129911
subject8607,4.36363636363636,2.53243423221529
subject8652,115.846153846154,52.3844459502512
subject8659,7.13333333333333,6.93653772105043
subject867,3.15384615384615,1.29175812490359
subject8693,33,16.4099273089711
subject8697,5.72727272727273,1.60061971469627
subject8715,3.76190476190476,1.92489361251502
subject8735,21.0769230769231,9.80942669430818
subject8803,4.83783783783784,3.86609317090728
subject8834,8.30909090909091,8.12599135719391
subject889,38.1666666666667,45.5695439228146
subject893,53.4516129032258,33.3967727914302
subject8959,28.1904761904762,27.8261936339521
subject8961,86.35,65.9433658528286
subject8978,24.4487179487179,19.0866092379579
subject8979,12.4444444444444,8.93736780097342
subject898,41.4583333333333,33.5503094455012
subject8996,73.5789473684211,61.1807639097141
subject8998,5,2.70801280154532
subject9000,3.66666666666667,1.64991582276861
subject9036,1.63636363636364,0.9315409787236
subject9038,1.72727272727273,1.09469041625384
subject904,5.40909090909091,3.55040447003246
subject9061,124,35.8933605745315
subject9062,16.24,11.6868473079783
subject9063,5.2,2.71293199325011
subject9117,16.2222222222222,8.46269956636872
subject9153,62.25,56.7163997446947
subject9154,96,46.5449091891753
subject9175,31.5365853658537,25.1678245626896
subject9201,25.9375,13.7544027042253
subject9215,50.3,0.9
subject9242,153.692307692308,71.6641575635264
subject9260,37.3142857142857,46.8229317618569
subject9265,1.69230769230769,0.821313711694716
subject9266,2.45454545454545,1.77680184415382
subject9290,9.14285714285714,7.15997947779524
subject9354,2.1,0.3
subject9394,36.5526315789474,49.3188857647331
subject9419,2.4,1.2
subject9446,49.8108108108108,39.8706271602717
subject9451,19.32,17.8744957970847
subject9455,2,0.738548945875996
subject9456,4.5,1.97905701450632
subject9463,52.85,41.881111494324
subject9503,18.9620253164557,12.8353182027735
subject9536,1.23076923076923,0.79940806503179
subject9546,53.6842105263158,44.3230397869514
subject9553,45.175,49.6386379245039
subject9554,11.0588235294118,8.6770189258435
subject9572,29,39.4719693407406
subject9584,39.1875,32.2349165308366
subject9585,6.3,0.9
subject9590,19.7272727272727,23.1983185483576
subject95,5.94736842105263,3.21957310361624
subject9671,26.625,15.3128826482802
subject9731,42.8333333333333,32.0905835963691
subject9737,7.25,4.56207189772366
subject9812,2.07142857142857,1.57952459910686
subject9821,80.8461538461538,38.4564612033404
subject9876,11.6153846153846,4.32414440694006
subject9884,41.4827586206897,29.7768953357849
subject98,58.8928571428571,62.0876910309203
subject9901,1.68181818181818,0.873153305104479
subject9909,39.8285714285714,50.6531543027315
subject9911,2.66666666666667,1.58364658555389
subject9915,38.3333333333333,37.0541509282037
subject9940,2.6875,1.52965478131505
subject9956,46.525,53.1304938335792
subject9958,30.1333333333333,28.7422260020959
subject9972,44.5945945945946,49.7395701192366
subject9974,59.0869565217391,48.9417693426527
