SubjectName,Average,StandardDeviation
subject599,20.1111111111111,15.3306248522815
subject6084,2.39938080495356,1.64069746190123
subject6114,1.8,1.2
subject615,2.484375,1.8199604004964
subject6163,1.66666666666667,0.816496580927726
subject6185,1.55555555555556,0.955813918560292
subject6188,37.2903225806452,18.1467024435119
subject6216,2.78947368421053,2.54597613104165
subject6275,1.3,0.9
subject6287,9.6,7.74183440794235
subject6303,2.66115702479339,3.68502378746544
subject6309,1.38461538461538,0.737820234355803
subject634,4.45454545454545,2.64106164478799
subject6353,1.3448275862069,0.862068965517241
subject6359,7.50666666666667,7.02163007348642
subject6381,3,2.96520704676565
subject6418,3.91379310344828,3.46551724137931
subject6422,1.08333333333333,0.276385399196283
subject6486,21.8367346938776,23.7841886587309
subject64,3.04115853658537,3.39338684319207
subject6515,3.9741935483871,5.80094362412538
subject652,1,0
subject6546,3.41016949152542,3.55268792559892
subject6584,3.58333333333333,2.43099202430247
subject6670,2.08148148148148,2.66958687843436
subject6735,3.56711409395973,3.1490691700865
subject6783,2.36842105263158,1.75350855252186
subject6794,1.23404255319149,0.470977523854865
subject6796,2.70588235294118,1.40439251603686
subject679,2,1.74270968237312
subject6802,1.78947368421053,1.38585387074607
subject6818,6.91079812206573,8.73590216788998
subject6825,3.5310621242485,3.30429626725448
subject6828,3.72696245733788,4.35465189910894
subject6847,1.77319587628866,1.2477208470439
subject6875,2.20512820512821,1.53888882955114
subject687,12.2651515151515,12.9450235251989
subject6921,1.78571428571429,1.18594375289641
subject6972,1.71428571428571,1.27775312999988
subject7011,6.69230769230769,3.51665521558845
subject7034,18.047619047619,11.76547083014
subject7036,2.08403361344538,1.7943882266984
subject7049,2.59445843828715,2.36670216013155
subject7067,3.375,2.75094680670734
subject7093,1.9808362369338,1.53177108134849
subject7123,2.0188679245283,1.28107510919003
subject7125,8.075,7.92523658952842
subject7140,1.07692307692308,0.266469355010597
subject71,3.94160583941606,3.42013450744513
subject7211,6.31868131868132,6.1944305379632
subject7221,6.35185185185185,5.28855300313243
subject7239,2.16666666666667,1.81811868577262
subject7287,2.03571428571429,1.29510459746205
subject7294,1.42592592592593,0.784145013323709
subject7311,1.86666666666667,0.805536398239638
subject7329,2.76699029126214,2.57899362034047
subject7356,1.5,1.38443731048635
subject7370,1.97101449275362,2.3092191696985
subject7371,1.08695652173913,0.281771334713385
subject7377,5.24873096446701,4.35296280613323
subject7402,1.67647058823529,1.24192896063044
subject7462,2.34040047114252,1.69062552938616
subject7488,2.3448275862069,1.72758276550005
subject7502,1.31578947368421,0.729284550555317
subject750,2.48275862068966,1.69422324090183
subject7610,4.67132867132867,4.61417127513824
subject7619,4.42988505747126,9.27022318597684
subject7620,2.58254716981132,2.21865527916686
subject7654,2.21052631578947,1.71409883341393
subject765,2.41104294478528,2.94891070946356
subject7667,1,0
subject7670,3.54545454545455,2.74238238709061
subject7679,1.2,0.509901951359279
subject770,2.05357142857143,2.07381328248525
subject7720,1.3010752688172,0.786785295910827
subject7734,3.59239130434783,5.94560001169392
subject7762,5.13076923076923,4.71721635898915
subject7767,4.62882096069869,4.60180797091021
subject7777,1.846875,1.42027382373083
subject7806,1.86315789473684,1.39631489674025
subject780,9.12096774193548,13.2218006325425
subject7819,13.9923076923077,13.5189304048042
subject7821,2.05607476635514,1.41969968985108
subject7838,3.40140845070423,3.50866103259045
subject7840,4.10869565217391,3.9299754444944
subject7851,11.825,10.7700684770339
subject7865,6.10222222222222,5.02024739934371
subject7938,3.79347826086957,3.03436134487416
subject7971,1.67765567765568,1.12193203915823
subject7994,1.28,0.601331855134916
subject8008,7.90243902439024,4.24726527825175
subject800,5.19548872180451,5.44895471332969
subject8022,2.84364820846906,2.05343528326605
subject8169,1.09090909090909,0.287479787288034
subject8202,11.4310344827586,12.0474808769954
subject8210,16.0530973451327,12.1348184098519
subject8232,4.53271028037383,5.75022864019379
subject8245,8.23684210526316,8.78375956711954
subject8250,2.24,1.934528366295
subject8267,2.125,1.49478259288767
subject8279,1.25,0.71111308396191
subject8318,2.93548387096774,4.13171955562076
subject8344,4.99442896935933,10.9108809325399
subject8395,1.56716417910448,1.63199246959244
subject8443,1.14285714285714,0.349927106111883
subject8455,2.46666666666667,1.99555060627944
subject8459,2.03260869565217,1.70326468466042
subject8471,1.31683168316832,0.697908611793348
subject8542,2.22020202020202,1.72034644138318
subject8559,2.84796573875803,3.35552392774382
subject8569,4.28932584269663,10.4305083308482
subject8579,1.875,0.85695682505013
subject8603,1.48837209302326,1.37455435523674
subject8607,1.92,1.572768260107
subject8652,17.9285714285714,24.3490420825982
subject8659,1.94545454545455,2.10123930373726
subject867,1.95238095238095,1.36193806153096
subject8693,4.48543689320388,4.26287672974575
subject8697,2.52,1.38910042833483
subject8715,1.71739130434783,1.13564851187904
subject8735,3.18604651162791,3.45910200709824
subject8803,1.52991452991453,1.07475021604227
subject8834,1.73764258555133,1.25903176390474
subject889,3.95965417867435,6.1309991284198
subject893,3.39549180327869,3.63122559865033
subject8959,2.98989898989899,2.81319025018508
subject8961,8.38349514563107,7.85632633691554
subject8978,1.92821031344793,1.63007097311935
subject8979,1.84615384615385,1.44056671482019
subject898,2.96572280178838,2.35336320343341
subject8996,14.7157894736842,20.6196958259737
subject8998,1.74418604651163,1.22176051502918
subject9000,2.0952380952381,1.10861397398313
subject9036,1.09090909090909,0.287479787288035
subject9038,1.31034482758621,0.593263811520181
subject904,1.63013698630137,1.3898541296779
subject9061,18.8354430379747,18.1536552651873
subject9062,2.12565445026178,1.76496487542541
subject9063,2.29411764705882,1.65439542475591
subject9117,3.13978494623656,2.62981825223215
subject9153,4.09876543209877,7.58318196284405
subject9154,11.2941176470588,17.656076127539
subject9175,2.67701863354037,2.61450600095933
subject9201,3.09701492537313,2.23229151718311
subject9215,19.3461538461538,12.7398294508941
subject9242,19.5882352941176,24.9915095155576
subject9260,4.38255033557047,8.86293641057726
subject9265,1.29411764705882,0.748701297726933
subject9266,1.28571428571429,0.451753951452626
subject9290,2.52631578947368,2.70707496158593
subject9354,1.3125,0.582961190818051
subject9394,4.23475609756098,11.1435921350442
subject9419,1.6,0.489897948556636
subject9446,4.02401746724891,5.05401734104046
subject9451,2.79190751445087,3.53880933449335
subject9455,1.375,0.484122918275927
subject9456,2.07692307692308,1.29861100124109
subject9463,6.10982658959538,5.30291298222934
subject9503,1.75204678362573,1.24507634662394
subject9536,1.06666666666667,0.249443825784929
subject9546,11.3333333333333,9.85224170768595
subject9553,4.39659367396594,4.69828234678181
subject9554,1.78199052132701,1.4006964482694
subject9572,3.04971319311663,3.36291422405534
subject9584,4.16611295681063,4.27606113665177
subject9585,4.84615384615385,2.14282896572063
subject9590,3.10888252148997,5.29850021061628
subject95,1.20212765957447,0.537523621134458
subject9671,5.46153846153846,6.45436109311492
subject9731,3.71119133574007,3.29033992892333
subject9737,1.70588235294118,1.27254750898729
subject9812,1.61111111111111,0.950957931590205
subject9821,22.3617021276596,26.3159409111461
subject9876,2.64912280701754,2.6720859062129
subject9884,4.20629370629371,4.71377562777244
subject98,5.82685512367491,7.22297959843196
subject9901,1.19354838709677,0.533965979266028
subject9909,4.52597402597403,6.42104701980091
subject9911,1.47368421052632,0.938555500006685
subject9915,4.01587301587302,9.32089658384497
subject9940,1.13157894736842,0.338032436280661
subject9956,3.43357933579336,5.43378607416545
subject9958,2.55849056603774,2.36351464882154
subject9972,3.36048879837067,8.1239373088762
subject9974,5.61570247933884,6.7942794151393
